,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0,0.08921568627450441,0.09215686274509258,0.09313725490195546,0.09509803921568069,0.09705882352940609,0.09999999999999416,0.09117647058822995,0.09901960784313138,0.08529411764705369,0.08725490196077913,0.08137254901960309,0.06372549019607475,0.0852941176470538,0.07647058823528965,0.07058823529411365,0.08039215686274051,0.07647058823528977,0.06470588235293752,0.19215686274508725,0.15392156862744175,0.11553921568627457,0.10672113289760368,0.097943899782135,0.10183278867102405,0.12042755991285431,0.11553921568627468,0.08325163398692814,0.09304193899782141,0.09302832244008719,0.07932189542483667
1,0.0950980392156821,0.09313725490195676,0.09215686274509385,0.09019607843136854,0.09901960784313284,0.0980392156862704,0.09803921568627007,0.11960784313724919,0.10490196078430883,0.10980392156862212,0.08823529411764305,0.07352941176470242,0.07941176470587916,0.08921568627450573,0.07647058823529065,0.07843137254901622,0.08039215686274154,0.0735294117647026,0.18039215686273752,0.22058823529410707,0.11459422657952228,0.10967864923747411,0.10865196078431522,0.10769335511982707,0.10966503267974016,0.1253295206971693,0.08227941176470699,0.09498638344226706,0.09401416122004483,0.08226579520697272
2,0.09411764705881931,0.0941176470588192,0.09509803921568183,0.09901960784313257,0.09607843137254468,0.10294117647058376,0.10392156862744628,0.14607843137254203,0.12745098039215055,0.1421568627450911,0.11470588235293569,0.09509803921568138,0.09411764705881911,0.10784313725489666,0.0921568627450936,0.09313725490195657,0.09607843137254454,0.09901960784313227,0.15588235294117,0.23921568627449918,0.11066448801743073,0.1175108932461888,0.10570806100218026,0.11941448801743079,0.11065087145969639,0.12924564270152683,0.08618191721132995,0.09695806100217993,0.09791666666666791,0.08715413943355224
3,0.09705882352940723,0.09117647058823106,0.10588235294117132,0.0999999999999954,0.10980392156862223,0.10196078431372067,0.11176470588234796,0.19313725490195088,0.1676470588235208,0.18137254901959834,0.1411764705882284,0.1352941176470518,0.11666666666666119,0.1401960784313655,0.1186274509803863,0.1313725490196016,0.12352941176469995,0.14705882352940433,0.1715686274509725,0.26274509803920587,0.11162309368191872,0.12142701525054636,0.09888888888889033,0.1301906318082806,0.13611928104575313,0.12730119825708247,0.09791666666666793,0.0959994553376919,0.11652505446623235,0.09401416122004483
4,0.09901960784313227,0.09411764705881889,0.11764705882352375,0.10784313725489694,0.11960784313724883,0.11176470588234763,0.1147058823529358,0.23627450980390924,0.21568627450979283,0.22941176470587044,0.1607843137254826,0.18823529411763715,0.14117647058822846,0.1882352941176374,0.15980392156861956,0.15196078431371884,0.1441176470588168,0.1637254901960714,0.19411764705881374,0.16470588235293576,0.13223039215686416,0.12435729847494734,0.12438453159041513,0.1419798474945553,0.15375544662309576,0.14395152505446784,0.11067810457516475,0.11945533769063302,0.12040032679738744,0.09593137254902101
5,0.11862745098038562,0.09509803921568177,0.1117647058823474,0.1078431372548965,0.12058823529411183,0.12549019607842493,0.11470588235293586,0.2705882352941037,0.25490196078430055,0.25294117647057585,0.18137254901959876,0.21078431372548026,0.16666666666665883,0.20784313725489267,0.17352941176469816,0.14019607843136675,0.15196078431371868,0.14509803921568037,0.17745098039215162,0.17352941176469638,0.14693627450980587,0.12235838779956623,0.17139161220043767,0.15668572984749668,0.17139161220043792,0.17136437908496954,0.1488398692810473,0.17530773420479484,0.1351062091503285,0.11552559912854174
6,0.13333333333332653,0.10294117647058298,0.12156862745097402,0.11764705882352336,0.11862745098038661,0.11764705882352397,0.11176470588234752,0.286274509803907,0.2735294117646919,0.25588235294116435,0.1901960784313635,0.19901960784312814,0.16274509803920845,0.19117647058822684,0.16372549019607113,0.13333333333332742,0.1549019607843066,0.13823529411764127,0.13725490196077825,0.1970588235294031,0.15472766884531813,0.13309368191721335,0.17726579520697444,0.1655310457516363,0.18501633986928384,0.17426742919390262,0.16157407407407653,0.21440087145969777,0.17036492374727902,0.13020424836601502
7,0.11470588235293591,0.11372549019607237,0.13823529411763974,0.14509803921567827,0.12745098039214994,0.11960784313724912,0.10980392156862215,0.286274509803907,0.2823529411764566,0.24313725490194948,0.19117647058822596,0.18725490196077565,0.16568627450979584,0.1823529411764621,0.16862745098038398,0.13529411764705263,0.15490196078430657,0.14019607843136644,0.2186274509803796,0.16862745098038517,0.1585757080610048,0.14878540305011123,0.15367374727669128,0.18505718954248634,0.21441448801743232,0.1596568627451006,0.17622549019608102,0.26721405228758566,0.1791557734204821,0.1429656862745119
8,0.11372549019607253,0.11274509803921012,0.14215686274509093,0.151960784313718,0.13333333333332614,0.1156862745097986,0.10980392156862219,0.2784313725490062,0.27352941176469275,0.2323529411764593,0.18921568627450092,0.1764705882352862,0.1705882352941095,0.17352941176469783,0.16666666666665908,0.14215686274509148,0.16078431372548263,0.1401960784313662,0.20784313725489376,0.18823529411763806,0.16447712418300914,0.17041938997821574,0.17519880174292188,0.20750000000000338,0.19686002178649586,0.17530773420479534,0.18694716775599457,0.26633714596950353,0.18110021786492692,0.14883986928104814
9,0.11470588235293516,0.11372549019607245,0.13529411764705232,0.14215686274509137,0.13921568627450237,0.11862745098038613,0.11372549019607267,0.25196078431371377,0.25784313725488966,0.22450980392155806,0.18039215686273646,0.1794117647058734,0.17352941176469727,0.18333333333332397,0.16666666666665872,0.147058823529405,0.15980392156861972,0.14607843137254206,0.21862745098038144,0.20980392156861627,0.1830446623093711,0.18706971677560205,0.1997086056644914,0.19282135076253087,0.17627995642701833,0.1899319172113322,0.19188997821351067,0.24385348583878413,0.16550381263616848,0.14395152505446865
10,0.12647058823528712,0.12941176470587498,0.12156862745097455,0.12450980392156298,0.13235294117646354,0.1215686274509743,0.10882352941175932,0.21960784313724502,0.23627450980391027,0.21274509803920577,0.17843137254901126,0.18431372549018732,0.16960784313724697,0.18529411764704987,0.16372549019607063,0.14117647058822907,0.15588235294116942,0.1392156862745037,0.2343137254901827,0.21960784313724566,0.19676470588235634,0.19093137254902282,0.19183551198257442,0.1986955337690668,0.17329520697168055,0.19383442265795536,0.19387527233115814,0.2487690631808318,0.19286220043573254,0.14296568627451225
11,0.1666666666666568,0.1254901960784252,0.1225490196078367,0.11568627450979832,0.1343137254901892,0.12549019607842482,0.11176470588234727,0.1754901960784238,0.20490196078430423,0.19019607843136405,0.16176470588234543,0.1745098039215604,0.14607843137254262,0.16666666666665902,0.14313725490195464,0.12156862745097508,0.12058823529411289,0.10980392156862293,0.3127450980392014,0.1833333333333252,0.20567810457516666,0.19190359477124525,0.20267973856209487,0.19476579520697537,0.17517156862745434,0.19087690631808651,0.18611111111111417,0.2262173202614423,0.23591230936819563,0.1371051198257105
12,0.2078431372548895,0.1186274509803861,0.12254901960783648,0.11470588235293512,0.13235294117646385,0.12352941176469961,0.10784313725489658,0.13921568627450392,0.16470588235293404,0.14509803921568054,0.14411764705881708,0.14509803921568043,0.11862745098038716,0.1205882352941132,0.11568627450979896,0.11274509803921044,0.1019607843137209,0.08333333333332996,0.18725490196077954,0.18137254901959884,0.18609749455338026,0.19482026143791206,0.19877723311547202,0.20063997821351148,0.16837962962963282,0.16156045751634301,0.18511165577342367,0.18801470588235647,0.20955337690632214,0.13025871459695218
13,0.17058823529410938,0.115686274509798,0.1186274509803864,0.11666666666666053,0.12941176470587595,0.11372549019607295,0.10490196078430834,0.10098039215685872,0.11960784313725006,0.10882352941176027,0.12156862745097521,0.10196078431372181,0.09607843137254504,0.0833333333333301,0.0833333333333304,0.10098039215685833,0.08235294117646708,0.07058823529411468,0.17254901960783464,0.1558823529411691,0.1566993464052317,0.1879466230936856,0.19101307189542807,0.1929166666666702,0.1478540305010922,0.16750272331154953,0.14689542483660423,0.19683278867102738,0.1576171023965175,0.12438453159041618
14,0.1294117647058763,0.10980392156862206,0.11470588235293523,0.10686274509803403,0.12450980392156233,0.1058823529411711,0.09999999999999498,0.08529411764705505,0.09215686274509423,0.08725490196078078,0.09215686274509444,0.08039215686274137,0.08235294117646688,0.0696078431372518,0.06960784313725174,0.08725490196078017,0.07352941176470237,0.06078431372548737,0.20098039215685345,0.1343137254901903,0.13807734204793293,0.16547657952070044,0.17137799564270487,0.15372821350762847,0.13999455337690908,0.16650326797385925,0.12139978213507874,0.16648965141612534,0.12334422657952332,0.11066448801743128
15,0.11274509803921029,0.1009803921568577,0.09705882352940728,0.09509803921568193,0.10392156862744625,0.10196078431372028,0.10392156862744567,0.07647058823529035,0.07843137254901611,0.08137254901960411,0.07941176470587888,0.07843137254901578,0.07549019607842775,0.06764705882352615,0.06372549019607535,0.07941176470587874,0.08333333333332882,0.06470588235293778,0.12647058823529,0.13235294117646346,0.1272875816993489,0.14000816993464343,0.14396514161220325,0.13416122004357556,0.12724673202614648,0.12925925925926193,0.1057761437908517,0.12144063180828135,0.1008333333333355,0.09790305010893449
